id,digit
3369,9
3370,5
3371,2
3372,8
3373,9
3374,1
3375,7
3376,5
3377,4
3378,2
3379,2
3380,2
3381,6
3382,8
3383,4
3384,9
3385,8
3386,3
3387,5
3388,2
3389,2
3390,4
3391,6
3392,8
3393,1
3394,6
3395,4
3396,3
3397,4
3398,6
3399,5
3400,6
3401,6
3402,9
3403,9
3404,6
3405,4
3406,9
3407,4
3408,8
3409,2
3410,8
3411,1
3412,4
3413,5
3414,6
3415,9
3416,9
3417,9
3418,9
3419,2
3420,6
3421,8
3422,9
3423,2
3424,6
3425,1
3426,1
3427,5
3428,9
3429,5
3430,8
3431,8
3432,6
3433,9
3434,1
3435,2
3436,3
3437,5
3438,9
3439,1
3440,4
3441,4
3442,4
3443,6
3444,1
3445,1
3446,2
3447,3
3448,9
3449,5
3450,1
3451,5
3452,3
3453,6
3454,5
3455,6
3456,5
3457,9
3458,9
3459,6
3460,2
3461,6
3462,1
3463,8
3464,9
3465,8
3466,1
3467,6
3468,7
3469,2
3470,3
3471,9
3472,1
3473,3
3474,4
3475,7
3476,5
3477,9
3478,9
3479,7
3480,2
3481,9
3482,4
3483,9
3484,4
3485,6
3486,0
3487,0
3488,7
3489,1
3490,7
3491,9
3492,5
3493,1
3494,5
3495,1
3496,8
3497,4
3498,4
3499,9
3500,2
3501,1
3502,9
3503,1
3504,3
3505,3
3506,2
3507,0
3508,3
3509,8
3510,6
3511,1
3512,6
3513,2
3514,1
3515,9
3516,8
3517,0
3518,8
3519,6
3520,7
3521,9
3522,2
3523,5
3524,5
3525,4
3526,2
3527,5
3528,9
3529,8
3530,6
3531,0
3532,8
3533,9
3534,6
3535,9
3536,9
3537,1
3538,5
3539,9
3540,4
3541,9
3542,9
3543,9
3544,6
3545,4
3546,6
3547,6
3548,9
3549,6
3550,4
3551,8
3552,1
3553,2
3554,1
3555,5
3556,9
3557,4
3558,4
3559,6
3560,2
3561,8
3562,5
3563,9
3564,6
3565,9
3566,7
3567,9
3568,9
3569,4
3570,9
3571,6
3572,6
3573,7
3574,2
3575,5
3576,6
3577,5
3578,5
3579,8
3580,9
3581,9
3582,6
3583,2
3584,9
3585,1
3586,9
3587,8
3588,4
3589,8
3590,9
3591,9
3592,6
3593,8
3594,1
3595,6
3596,9
3597,6
3598,1
3599,6
3600,9
3601,6
3602,4
3603,9
3604,4
3605,9
3606,6
3607,1
3608,7
3609,8
3610,3
3611,5
3612,9
3613,3
3614,1
3615,2
3616,8
3617,4
3618,9
3619,9
3620,5
3621,9
3622,9
3623,2
3624,4
3625,2
3626,9
3627,9
3628,5
3629,1
3630,9
3631,8
3632,9
3633,9
3634,7
3635,9
3636,2
3637,2
3638,8
3639,1
3640,6
3641,6
3642,3
3643,0
3644,5
3645,9
3646,9
3647,5
3648,6
3649,6
3650,9
3651,9
3652,9
3653,5
3654,6
3655,7
3656,6
3657,9
3658,5
3659,1
3660,4
3661,2
3662,4
3663,9
3664,9
3665,6
3666,5
3667,9
3668,2
3669,0
3670,8
3671,4
3672,9
3673,3
3674,4
3675,4
3676,9
3677,9
3678,1
3679,8
3680,2
3681,7
3682,6
3683,1
3684,6
3685,5
3686,4
3687,9
3688,9
3689,2
3690,2
3691,2
3692,5
3693,5
3694,9
3695,3
3696,2
3697,9
3698,4
3699,5
3700,9
3701,9
3702,2
3703,6
3704,9
3705,4
3706,1
3707,8
3708,6
3709,5
3710,3
3711,4
3712,8
3713,1
3714,1
3715,2
3716,2
3717,4
3718,9
3719,7
3720,1
3721,6
3722,2
3723,8
3724,9
3725,6
3726,5
3727,6
3728,7
3729,8
3730,6
3731,5
3732,3
3733,2
3734,9
3735,7
3736,6
3737,4
3738,6
3739,2
3740,2
3741,8
3742,6
3743,9
3744,6
3745,1
3746,0
3747,8
3748,5
3749,3
3750,6
3751,4
3752,4
3753,5
3754,9
3755,2
3756,3
3757,6
3758,4
3759,5
3760,1
3761,6
3762,4
3763,2
3764,6
3765,1
3766,3
3767,1
3768,5
3769,0
3770,3
3771,1
3772,9
3773,6
3774,2
3775,2
3776,5
3777,1
3778,3
3779,6
3780,2
3781,4
3782,9
3783,4
3784,2
3785,7
3786,2
3787,6
3788,0
3789,2
3790,9
3791,5
3792,9
3793,1
3794,9
3795,9
3796,9
3797,6
3798,6
3799,2
3800,0
3801,6
3802,8
3803,4
3804,6
3805,8
3806,6
3807,4
3808,1
3809,1
3810,2
3811,7
3812,6
3813,5
3814,9
3815,9
3816,5
3817,6
3818,6
3819,1
3820,6
3821,6
3822,6
3823,7
3824,9
3825,2
3826,8
3827,6
3828,1
3829,1
3830,8
3831,9
3832,3
3833,6
3834,7
3835,5
3836,6
3837,5
3838,6
3839,7
3840,3
3841,9
3842,2
3843,0
3844,4
3845,6
3846,6
3847,4
3848,9
3849,2
3850,6
3851,9
3852,9
3853,4
3854,9
3855,9
3856,6
3857,6
3858,5
3859,0
3860,5
3861,0
3862,9
3863,5
3864,9
3865,6
3866,6
3867,2
3868,9
3869,5
3870,3
3871,8
3872,8
3873,6
3874,5
3875,5
3876,9
3877,2
3878,4
3879,4
3880,7
3881,7
3882,3
3883,8
3884,3
3885,6
3886,7
3887,5
3888,9
3889,7
3890,6
3891,6
3892,6
3893,8
3894,9
3895,9
3896,7
3897,8
3898,9
3899,1
3900,2
3901,9
3902,7
3903,6
3904,2
3905,1
3906,8
3907,6
3908,9
3909,5
3910,0
3911,9
3912,9
3913,2
3914,3
3915,6
3916,5
3917,2
3918,6
3919,4
3920,9
3921,6
3922,5
3923,6
3924,9
3925,8
3926,2
3927,1
3928,1
3929,4
3930,3
3931,6
3932,5
3933,0
3934,8
3935,8
3936,9
3937,6
3938,4
3939,8
3940,9
3941,2
3942,9
3943,1
3944,9
3945,2
3946,5
3947,5
3948,9
3949,5
3950,1
3951,6
3952,6
3953,6
3954,8
3955,9
3956,9
3957,2
3958,9
3959,9
3960,4
3961,2
3962,5
3963,5
3964,5
3965,0
3966,5
3967,2
3968,6
3969,5
3970,6
3971,5
3972,9
3973,6
3974,5
3975,2
3976,6
3977,7
3978,7
3979,3
3980,7
3981,6
3982,9
3983,8
3984,6
3985,9
3986,6
3987,2
3988,8
3989,0
3990,9
3991,9
3992,9
3993,9
3994,0
3995,9
3996,3
3997,8
3998,7
3999,5
4000,9
4001,5
4002,8
4003,2
4004,6
4005,1
4006,3
4007,6
4008,2
4009,6
4010,9
4011,2
4012,6
4013,4
4014,9
4015,2
4016,1
4017,8
4018,9
4019,9
4020,8
4021,9
4022,8
4023,5
4024,9
4025,8
4026,6
4027,4
4028,8
4029,6
4030,4
4031,6
4032,5
4033,2
4034,1
4035,6
4036,9
4037,9
4038,8
4039,8
4040,8
4041,5
4042,6
4043,7
4044,9
4045,2
4046,6
4047,4
4048,9
4049,6
4050,5
4051,9
4052,8
4053,3
4054,6
4055,2
4056,6
4057,4
4058,2
4059,6
4060,1
4061,8
4062,2
4063,9
4064,1
4065,9
4066,6
4067,9
4068,2
4069,9
4070,0
4071,9
4072,9
4073,5
4074,2
4075,6
4076,3
4077,1
4078,0
4079,7
4080,6
4081,2
4082,9
4083,2
4084,6
4085,5
4086,2
4087,3
4088,9
4089,8
4090,9
4091,6
4092,5
4093,8
4094,8
4095,2
4096,5
4097,2
4098,9
4099,6
4100,9
4101,9
4102,9
4103,2
4104,5
4105,2
4106,6
4107,5
4108,5
4109,1
4110,2
4111,8
4112,8
4113,2
4114,4
4115,1
4116,5
4117,2
4118,3
4119,9
4120,1
4121,4
4122,0
4123,4
4124,8
4125,9
4126,1
4127,0
4128,8
4129,7
4130,6
4131,8
4132,1
4133,4
4134,9
4135,9
4136,7
4137,9
4138,8
4139,9
4140,9
4141,1
4142,4
4143,8
4144,9
4145,2
4146,5
4147,0
4148,3
4149,8
4150,9
4151,2
4152,6
4153,7
4154,6
4155,4
4156,9
4157,5
4158,7
4159,9
4160,6
4161,6
4162,5
4163,7
4164,2
4165,8
4166,6
4167,9
4168,5
4169,8
4170,8
4171,2
4172,9
4173,3
4174,7
4175,4
4176,5
4177,5
4178,9
4179,5
4180,3
4181,9
4182,9
4183,8
4184,1
4185,5
4186,4
4187,2
4188,9
4189,2
4190,9
4191,4
4192,2
4193,2
4194,1
4195,9
4196,8
4197,0
4198,9
4199,1
4200,6
4201,4
4202,9
4203,3
4204,5
4205,2
4206,9
4207,6
4208,9
4209,7
4210,8
4211,9
4212,2
4213,5
4214,9
4215,9
4216,6
4217,2
4218,6
4219,1
4220,4
4221,4
4222,2
4223,4
4224,2
4225,2
4226,5
4227,8
4228,7
4229,1
4230,5
4231,5
4232,4
4233,4
4234,5
4235,6
4236,9
4237,1
4238,3
4239,3
4240,9
4241,9
4242,9
4243,7
4244,5
4245,6
4246,3
4247,9
4248,8
4249,6
4250,1
4251,6
4252,8
4253,3
4254,6
4255,9
4256,2
4257,2
4258,5
4259,1
4260,8
4261,2
4262,4
4263,7
4264,5
4265,9
4266,6
4267,5
4268,3
4269,2
4270,4
4271,4
4272,6
4273,4
4274,6
4275,1
4276,6
4277,9
4278,7
4279,2
4280,8
4281,9
4282,1
4283,8
4284,2
4285,1
4286,0
4287,2
4288,9
4289,4
4290,2
4291,8
4292,5
4293,1
4294,1
4295,8
4296,8
4297,2
4298,9
4299,4
4300,4
4301,3
4302,5
4303,3
4304,2
4305,6
4306,6
4307,6
4308,9
4309,3
4310,9
4311,6
4312,9
4313,6
4314,9
4315,8
4316,9
4317,3
4318,9
4319,3
4320,9
4321,9
4322,9
4323,1
4324,8
4325,9
4326,8
4327,2
4328,8
4329,6
4330,9
4331,8
4332,6
4333,6
4334,2
4335,8
4336,8
4337,9
4338,5
4339,1
4340,6
4341,4
4342,5
4343,9
4344,9
4345,9
4346,9
4347,7
4348,6
4349,6
4350,1
4351,8
4352,0
4353,2
4354,5
4355,6
4356,6
4357,1
4358,5
4359,8
4360,9
4361,1
4362,9
4363,5
4364,2
4365,6
4366,2
4367,8
4368,5
4369,5
4370,9
4371,6
4372,4
4373,9
4374,6
4375,3
4376,6
4377,7
4378,8
4379,7
4380,3
4381,6
4382,5
4383,6
4384,5
4385,0
4386,1
4387,5
4388,9
4389,9
4390,9
4391,2
4392,9
4393,9
4394,6
4395,1
4396,6
4397,5
4398,9
4399,6
4400,2
4401,6
4402,6
4403,5
4404,2
4405,9
4406,8
4407,2
4408,6
4409,9
4410,2
4411,7
4412,7
4413,3
4414,4
4415,9
4416,7
4417,5
4418,2
4419,9
4420,6
4421,9
4422,4
4423,6
4424,9
4425,1
4426,2
4427,5
4428,8
4429,9
4430,7
4431,5
4432,7
4433,3
4434,6
4435,9
4436,6
4437,9
4438,9
4439,9
4440,8
4441,5
4442,6
4443,6
4444,6
4445,2
4446,0
4447,3
4448,2
4449,8
4450,6
4451,9
4452,2
4453,2
4454,6
4455,5
4456,2
4457,6
4458,0
4459,9
4460,2
4461,9
4462,5
4463,1
4464,8
4465,9
4466,9
4467,2
4468,6
4469,5
4470,9
4471,4
4472,4
4473,8
4474,6
4475,6
4476,6
4477,7
4478,1
4479,5
4480,9
4481,2
4482,6
4483,8
4484,9
4485,9
4486,9
4487,5
4488,9
4489,1
4490,1
4491,6
4492,9
4493,2
4494,8
4495,3
4496,5
4497,9
4498,2
4499,6
4500,5
4501,2
4502,6
4503,8
4504,3
4505,6
4506,9
4507,9
4508,9
4509,1
4510,3
4511,5
4512,5
4513,2
4514,5
4515,8
4516,1
4517,6
4518,6
4519,7
4520,5
4521,9
4522,4
4523,2
4524,6
4525,6
4526,2
4527,6
4528,3
4529,6
4530,7
4531,2
4532,8
4533,8
4534,9
4535,2
4536,9
4537,6
4538,4
4539,4
4540,9
4541,6
4542,6
4543,2
4544,6
4545,5
4546,9
4547,6
4548,4
4549,3
4550,9
4551,3
4552,6
4553,3
4554,9
4555,5
4556,7
4557,2
4558,9
4559,9
4560,7
4561,1
4562,7
4563,7
4564,6
4565,9
4566,9
4567,7
4568,4
4569,4
4570,9
4571,2
4572,2
4573,9
4574,2
4575,9
4576,8
4577,9
4578,1
4579,9
4580,5
4581,8
4582,6
4583,1
4584,9
4585,5
4586,9
4587,5
4588,9
4589,6
4590,8
4591,4
4592,6
4593,6
4594,5
4595,6
4596,8
4597,8
4598,9
4599,1
4600,4
4601,5
4602,8
4603,2
4604,3
4605,4
4606,1
4607,2
4608,9
4609,9
4610,5
4611,6
4612,2
4613,9
4614,8
4615,9
4616,8
4617,5
4618,3
4619,8
4620,7
4621,8
4622,4
4623,9
4624,9
4625,9
4626,9
4627,9
4628,4
4629,2
4630,9
4631,8
4632,1
4633,8
4634,5
4635,2
4636,0
4637,9
4638,6
4639,6
4640,9
4641,8
4642,6
4643,6
4644,2
4645,8
4646,9
4647,6
4648,9
4649,6
4650,9
4651,4
4652,2
4653,8
4654,7
4655,9
4656,1
4657,9
4658,2
4659,7
4660,0
4661,8
4662,9
4663,5
4664,9
4665,9
4666,9
4667,4
4668,7
4669,0
4670,9
4671,7
4672,2
4673,2
4674,8
4675,6
4676,4
4677,1
4678,9
4679,2
4680,5
4681,5
4682,6
4683,9
4684,5
4685,5
4686,2
4687,4
4688,9
4689,6
4690,4
4691,9
4692,9
4693,5
4694,6
4695,5
4696,4
4697,6
4698,3
4699,5
4700,6
4701,3
4702,2
4703,4
4704,9
4705,9
4706,4
4707,4
4708,3
4709,6
4710,8
4711,1
4712,6
4713,0
4714,6
4715,2
4716,2
4717,2
4718,5
4719,2
4720,7
4721,2
4722,6
4723,9
4724,9
4725,1
4726,4
4727,6
4728,4
4729,8
4730,5
4731,9
4732,9
4733,9
4734,2
4735,4
4736,8
4737,6
4738,2
4739,0
4740,2
4741,9
4742,6
4743,9
4744,2
4745,6
4746,5
4747,5
4748,2
4749,6
4750,6
4751,9
4752,2
4753,6
4754,2
4755,1
4756,4
4757,1
4758,8
4759,5
4760,9
4761,9
4762,6
4763,5
4764,4
4765,9
4766,2
4767,8
4768,9
4769,6
4770,1
4771,1
4772,9
4773,2
4774,4
4775,9
4776,2
4777,8
4778,5
4779,3
4780,2
4781,6
4782,8
4783,5
4784,8
4785,1
4786,4
4787,6
4788,4
4789,0
4790,8
4791,5
4792,8
4793,9
4794,5
4795,6
4796,5
4797,5
4798,4
4799,9
4800,9
4801,5
4802,8
4803,8
4804,9
4805,6
4806,2
4807,5
4808,9
4809,5
4810,6
4811,7
4812,6
4813,5
4814,1
4815,5
4816,5
4817,2
4818,4
4819,8
4820,4
4821,8
4822,9
4823,2
4824,6
4825,9
4826,9
4827,6
4828,0
4829,5
4830,3
4831,7
4832,3
4833,1
4834,5
4835,2
4836,4
4837,6
4838,2
4839,8
4840,2
4841,2
4842,8
4843,1
4844,6
4845,9
4846,4
